month,day,week,airline,ori,dep_del,taxi,sch_elp,dist,sch_dep_m,act_dep_m,wh_off,sch_arr_m,wh_on,temp,dew,hum,wind,w_spd,gust,pres,sch_dep,sch_arr
12,28,6,3,3,19,10,331,2139,883,902,912,1034,1045,52,46,80,16,13,0,30.11,17,28
1,14,2,7,8,-9,13,413,2704,495,486,499,728,711,53,40,61,15,9,0,30.25,31,43
11,19,2,1,23,-7,17,402,2565,420,413,430,642,627,61,50,67,15,26,33,29.79,42,23
12,29,7,3,71,-4,28,132,679,1265,1261,1289,1397,1385,50,45,83,6,13,0,30.03,32,21
11,2,6,0,58,11,32,368,2521,490,501,533,678,681,65,39,39,6,3,0,30.09,33,46
11,20,3,1,36,25,32,91,337,1110,1135,1167,1201,1218,58,39,49,15,9,0,29.58,25,38
12,14,6,6,59,-2,13,133,651,360,358,371,433,423,53,45,74,15,17,22,30.07,27,21
12,8,7,7,4,-1,16,236,1504,340,339,355,456,447,57,52,83,15,5,0,29.99,23,24
12,14,6,6,69,10,26,77,262,612,622,648,689,691,58,45,62,15,22,0,30.08,31,40
12,10,2,3,36,-4,10,89,337,1194,1190,1200,1283,1271,54,50,86,0,0,0,30.21,18,42
12,11,3,0,19,15,19,236,1464,884,899,918,1000,1007,56,54,93,6,5,0,30.17,39,28
12,6,5,4,35,170,19,110,414,780,950,969,890,1052,62,50,65,10,17,0,29.92,23,25
12,26,4,7,34,-5,11,304,2367,805,800,811,1229,1216,50,42,74,16,5,0,29.97,31,41
11,14,4,6,0,0,15,156,896,924,924,939,1020,1012,59,52,78,17,9,0,30.08,40,29
1,23,4,7,54,5,29,299,1846,1219,1224,1253,1398,1395,53,48,83,11,3,0,30.13,22,18
12,1,7,0,13,20,23,347,2296,445,465,488,612,624,56,50,80,1,17,0,29.88,41,25
12,20,5,7,58,23,21,399,2521,1094,1117,1138,1313,1328,54,48,80,16,3,0,30.13,34,25
1,22,3,7,59,32,15,127,651,737,769,784,804,828,55,50,83,6,7,0,30.21,34,30
11,29,5,0,36,-3,15,89,337,1020,1017,1032,1109,1098,48,41,77,11,8,0,29.92,17,29
12,14,6,0,33,-8,16,402,2586,420,412,428,642,626,57,45,64,15,25,0,30.09,41,20
11,13,3,5,50,-6,8,295,2338,850,844,852,1265,1251,55,49,80,0,0,0,29.97,24,38
1,3,5,1,33,-6,36,407,2586,690,684,720,917,903,55,48,77,4,6,0,30.19,26,29
12,10,2,7,23,-1,17,370,2565,900,899,916,1090,1081,57,48,72,15,15,0,30.21,22,36
1,22,3,4,3,11,15,343,2139,537,548,563,700,703,54,50,86,6,3,0,30.26,33,43
11,16,6,6,61,17,33,126,620,399,416,449,525,534,55,53,93,1,3,0,30.17,44,31
1,27,1,2,25,2,31,392,2584,1155,1157,1188,1367,1361,52,47,83,9,5,0,30.37,25,21
11,1,5,3,71,-3,26,141,679,540,537,563,681,670,62,40,44,6,5,0,30.14,31,41
12,14,6,6,79,-5,10,150,751,495,490,500,585,572,56,45,67,15,20,0,30.09,36,45
1,9,4,7,36,-4,18,96,337,390,386,404,486,474,54,45,72,16,22,31,29.98,28,25
11,12,2,6,59,-1,12,133,651,365,364,376,438,429,55,49,80,0,0,0,30.07,23,23
1,25,6,7,59,-16,26,127,651,835,819,845,902,878,59,53,81,0,0,0,30.07,26,29
1,31,5,6,16,13,12,260,1476,1095,1108,1120,1235,1240,59,49,69,9,3,0,30.3,29,42
1,8,3,6,63,-12,15,78,199,360,348,363,438,418,50,46,86,16,5,0,30.14,20,8
1,28,2,7,54,-7,14,288,1846,785,778,792,953,938,58,49,72,15,8,0,30.27,22,28
12,31,2,6,19,-11,26,260,1464,698,687,713,838,819,55,49,80,1,6,0,30.13,37,26
11,13,3,0,19,0,18,235,1464,894,894,912,1009,1001,56,49,77,16,13,0,29.96,38,28
1,14,2,7,35,-6,13,106,414,903,897,910,1009,995,53,41,64,15,12,0,30.2,33,29
12,8,7,7,54,-5,24,290,1846,572,567,591,742,729,59,52,78,14,3,0,30.01,32,38
1,19,7,2,8,6,113,419,2704,360,366,479,599,597,50,37,61,10,7,0,30.16,35,46
1,3,5,7,71,170,18,132,679,978,1148,1166,1110,1272,56,46,69,10,13,0,30.24,21,44
12,10,2,7,57,14,8,107,550,668,682,690,775,781,58,48,70,6,5,0,30.19,41,24
11,2,6,7,8,-5,15,400,2704,660,655,670,880,867,71,40,32,0,0,0,30.03,26,22
12,19,4,6,70,16,10,79,190,714,730,740,793,801,57,52,83,5,5,0,30.18,39,27
11,16,6,6,0,-6,9,156,896,924,918,927,1020,1006,56,50,80,16,15,0,30.06,36,23
11,2,6,0,19,2,17,225,1464,436,438,455,541,535,60,44,55,6,3,0,30.15,46,28
11,23,6,0,13,-3,15,344,2296,980,977,992,1144,1133,58,45,62,15,14,0,30.15,19,30
1,11,6,6,47,-10,33,288,1589,417,407,440,585,567,54,45,72,16,14,0,30.31,38,50
11,12,2,6,73,0,13,74,86,365,365,378,439,431,55,49,80,0,0,0,30.07,23,23
11,26,2,8,53,1,15,85,363,565,566,581,650,643,55,33,43,9,3,0,29.96,42,25
11,7,4,1,8,-3,42,415,2704,1025,1022,1064,1260,1249,55,48,77,16,8,0,30.13,26,39
12,23,1,7,48,5,11,294,1911,927,932,943,1101,1098,50,42,74,17,9,0,29.85,28,38
12,30,1,1,36,-6,29,91,337,1050,1044,1073,1141,1127,53,46,77,16,8,0,30.1,27,38
12,29,7,6,56,31,39,126,710,1154,1185,1224,1280,1303,52,49,89,2,12,0,29.99,22,43
1,29,3,8,59,-3,12,135,651,495,492,504,570,559,54,47,77,0,0,0,30.27,37,48
1,27,1,3,3,-2,18,337,2139,1282,1280,1298,1439,1429,52,47,83,0,0,0,30.36,23,18
1,27,1,7,30,44,40,268,1635,1130,1174,1214,1278,1314,53,48,83,17,8,0,30.38,18,41
12,14,6,3,47,-1,20,259,1589,706,705,725,845,836,56,43,62,15,22,0,30.04,40,23
11,15,5,7,28,-5,13,295,2398,835,830,843,1250,1237,56,53,90,15,14,0,30.14,24,41
1,16,4,2,8,99,24,422,2704,750,849,873,992,1083,51,40,66,12,9,0,29.9,28,34
11,25,1,7,71,-5,15,140,679,450,445,460,590,577,59,45,60,7,5,0,30.13,37,50
11,22,5,8,67,0,11,100,447,680,680,691,780,772,60,50,69,4,7,0,30.15,38,42
12,14,6,1,35,2,17,100,414,515,517,534,615,609,57,45,64,15,25,0,30.09,41,20
12,2,1,0,13,90,17,341,2296,1342,1432,9,63,145,54,50,86,1,14,0,29.93,1,0
12,6,5,8,36,-1,21,95,337,360,359,380,455,446,55,51,86,3,8,0,30.01,26,23
12,11,3,6,9,27,19,89,326,682,709,728,771,790,55,52,89,4,5,0,30.17,43,27
12,27,5,7,71,-8,21,133,679,810,802,823,943,927,56,40,55,15,14,0,30.04,26,30
1,18,6,6,53,-10,11,99,363,721,711,722,820,802,54,41,62,1,3,0,30.28,28,24
12,31,2,7,36,-5,23,101,337,600,595,618,701,688,56,47,72,2,5,0,30.14,32,35
11,3,7,0,54,136,14,286,1846,639,775,789,805,933,70,30,23,16,16,0,29.93,25,28
12,23,1,3,33,-2,28,409,2586,420,418,446,649,639,50,44,80,0,0,0,29.92,41,24
12,18,3,7,29,87,22,360,2419,1125,1212,1234,1305,1384,53,50,89,13,10,0,30.1,23,18
1,19,7,6,79,-5,10,156,751,1090,1085,1095,1186,1173,50,43,77,2,6,0,30.06,24,29
1,7,2,0,13,26,41,352,2296,680,706,747,852,870,55,45,69,16,18,26,30.12,28,33
12,5,4,3,47,12,42,267,1589,1079,1091,1133,1226,1230,57,52,83,6,5,0,30.02,26,36
11,17,7,8,18,22,9,170,967,765,787,796,875,889,73,47,39,7,3,0,30.01,31,31
1,21,2,3,33,119,17,424,2586,1165,1284,1301,1409,80,52,50,93,4,6,0,30.17,0,3
12,4,3,6,53,221,18,92,363,730,951,969,822,1035,56,51,84,5,6,0,29.85,22,24
12,23,1,7,54,-1,27,290,1846,1098,1097,1124,1268,1259,50,43,77,15,9,0,29.87,28,41
12,13,5,7,57,-2,14,114,550,580,578,592,694,684,55,52,89,16,10,0,30.21,35,42
1,22,3,2,37,0,24,91,354,811,811,835,902,894,55,51,86,4,8,0,30.21,29,31
12,31,2,1,71,-5,25,142,679,480,475,500,622,609,54,46,75,0,0,0,30.17,44,25
11,5,2,6,72,12,27,145,599,420,432,459,505,509,56,50,80,0,0,0,30.07,48,28
12,2,1,1,57,127,15,114,550,1185,1312,1327,1299,1418,56,52,87,0,0,0,30.11,25,19
12,21,6,1,67,-8,19,100,447,710,702,721,810,794,59,45,60,1,10,0,29.9,38,25
11,30,6,1,67,34,44,99,447,850,884,928,949,975,49,43,80,10,23,0,29.87,39,23
1,30,4,7,54,12,22,299,1846,1219,1231,1253,1398,1402,52,49,89,15,5,0,30.25,23,18
12,27,5,7,54,1,18,286,1846,561,562,580,727,720,53,42,66,6,5,0,30.05,38,39
1,24,5,6,74,-14,13,95,372,900,886,899,995,973,59,52,78,16,15,0,30.12,36,31
12,27,5,3,3,62,12,333,2139,1169,1231,1243,1322,1376,50,46,86,8,6,0,30.1,35,27
1,17,5,6,77,-6,7,132,587,737,731,738,809,795,53,43,69,6,6,0,30.28,33,31
1,21,2,6,76,-8,8,51,66,379,371,379,430,414,52,44,74,10,12,0,30.1,21,6
11,30,6,7,60,-5,13,334,2254,434,429,442,588,575,48,40,74,10,12,0,29.97,39,50
12,4,3,0,13,6,21,345,2296,909,915,936,1074,1072,56,51,84,5,6,0,29.85,22,24
11,8,5,5,28,-1,18,310,2398,1325,1324,1342,315,306,55,49,80,13,3,0,30.17,6,4
1,29,3,2,8,-8,18,421,2704,895,887,905,1136,1120,54,48,80,15,20,0,30.19,26,35
1,16,4,7,58,-5,11,401,2521,443,438,449,664,651,49,42,77,3,10,0,29.8,44,19
12,13,5,6,68,0,12,256,1482,435,435,447,571,563,58,53,84,8,3,0,30.23,37,49
1,31,5,3,36,11,16,93,337,545,556,572,638,641,53,51,93,5,5,0,30.33,44,17
1,6,1,1,71,-3,21,137,679,970,967,988,1107,1096,54,41,62,15,9,0,30.38,26,33
12,21,6,7,12,-4,14,336,2161,1154,1150,1164,1310,1298,55,42,62,3,7,0,29.81,24,41
11,5,2,7,74,-6,10,101,372,615,609,619,716,702,62,52,70,5,3,0,30.03,34,39
1,12,7,6,9,167,9,97,326,857,1024,1033,954,1113,50,42,74,15,6,0,30.16,25,37
12,5,4,7,31,-9,12,303,1943,420,411,423,543,526,55,51,86,2,8,0,30.07,50,30
12,25,3,6,2,85,31,180,848,460,545,576,580,657,50,44,80,3,10,0,29.79,43,20
11,28,4,1,71,1,15,137,679,1115,1116,1131,1252,1245,44,37,76,15,7,0,29.62,10,15
11,16,6,7,38,-2,32,307,2447,1330,1328,1360,317,307,52,50,93,0,0,0,30.14,3,4
12,17,2,6,66,-13,12,80,192,730,717,729,810,789,54,38,55,0,0,0,30.1,41,24
1,6,1,7,4,19,17,240,1504,710,729,746,830,841,58,44,60,4,3,0,30.4,28,34
12,5,4,6,22,7,27,103,451,647,654,681,750,749,55,50,83,0,0,0,30.04,35,41
1,16,4,7,50,17,10,285,2338,840,857,867,1245,1254,47,41,80,12,7,0,29.99,32,41
12,7,6,6,26,186,9,155,733,818,1004,1013,973,1151,60,54,80,9,5,0,29.92,22,35
11,17,7,2,33,-6,25,404,2586,930,924,949,1154,1140,62,49,62,15,7,0,29.99,26,36
1,14,2,8,9,-3,9,80,326,1195,1192,1201,1275,1264,50,40,68,15,6,0,30.19,17,38
1,25,6,6,70,-9,10,79,190,619,610,620,698,681,57,53,87,5,6,0,30.14,33,40
11,19,2,7,59,43,20,129,651,997,1040,1060,1066,1101,56,49,77,15,23,0,29.63,23,35
11,4,1,6,39,-12,12,245,1499,465,453,465,590,570,59,51,75,6,5,0,30.0,37,54
11,30,6,7,15,5,14,316,2036,420,425,439,556,553,48,40,74,10,12,0,29.97,39,50
12,5,4,3,36,15,18,89,337,1194,1209,1227,1283,1290,55,52,89,0,0,0,30.03,17,43
12,5,4,7,54,11,17,279,1846,1265,1276,1293,1424,1427,57,51,81,0,0,0,30.02,21,19
11,17,7,7,38,-3,8,307,2447,835,832,840,1262,1251,61,46,58,15,6,0,29.99,24,41
11,10,7,0,58,-4,15,369,2521,725,721,736,914,902,56,49,77,16,17,0,29.99,25,31
1,22,3,1,71,14,31,138,679,590,604,635,728,734,56,50,80,4,5,0,30.23,39,35
11,15,5,3,72,4,21,130,599,500,504,525,570,566,61,51,70,0,0,0,30.22,37,52
1,17,5,0,36,-5,24,97,337,497,492,516,594,581,48,40,74,1,7,0,30.31,38,50
12,21,6,6,69,-9,11,82,262,1112,1103,1114,1194,1177,57,40,53,0,0,0,29.84,22,40
1,19,7,6,74,4,16,97,372,480,484,500,577,573,49,37,64,10,7,0,30.16,35,46
12,7,6,7,30,-7,15,256,1635,449,442,457,585,570,65,54,68,9,23,30,29.94,36,45
12,21,6,6,16,30,12,254,1476,895,925,937,1029,1051,59,45,60,1,5,0,29.87,17,28
12,5,4,6,56,241,23,135,710,360,601,624,495,728,55,50,83,0,0,0,30.04,35,41
11,9,6,3,72,-6,16,124,599,900,894,910,964,950,58,49,72,15,18,0,30.06,17,30
11,17,7,3,20,0,27,324,2079,750,750,777,894,886,73,47,39,7,3,0,30.01,31,31
12,15,7,0,13,1,24,343,2296,959,960,984,1122,1115,54,42,64,16,12,0,30.23,25,38
12,19,4,3,47,71,27,267,1589,1229,1300,1327,1376,1439,53,49,86,9,3,0,30.24,30,23
11,2,6,2,33,-5,43,409,2586,1180,1175,1218,1409,1396,56,36,47,0,0,0,30.03,23,15
11,26,2,6,64,0,6,109,462,620,620,626,729,721,52,39,61,17,9,0,29.89,35,41
1,1,3,0,54,2,13,297,1846,655,657,670,832,826,58,52,81,16,14,0,30.13,40,30
12,16,1,8,35,12,16,95,414,1310,1322,1338,1405,1409,44,36,73,9,5,0,30.27,23,20
11,13,3,1,33,-11,32,407,2586,420,409,441,647,628,60,50,69,7,3,0,30.01,43,22
1,15,3,6,9,-8,15,97,326,1068,1060,1075,1165,1149,51,41,68,9,14,0,29.94,19,31
11,2,6,6,42,9,7,89,329,1085,1094,1101,1174,1175,62,33,34,15,7,0,30.02,19,35
1,7,2,7,62,-13,15,102,421,660,647,662,762,741,53,44,71,4,5,0,30.15,38,37
11,21,4,6,69,-3,12,77,262,826,823,835,903,892,61,49,64,5,6,0,29.88,30,33
1,27,1,6,16,-14,24,265,1476,510,496,520,655,633,56,50,80,2,5,0,30.42,42,17
12,14,6,2,33,-2,21,390,2586,1309,1307,1328,79,69,55,52,88,15,10,0,30.08,1,1
11,2,6,6,56,-13,12,129,710,836,823,835,965,944,73,39,29,0,0,0,30.03,18,33
12,12,4,6,53,38,10,92,363,900,938,948,992,1022,61,57,87,14,3,0,30.26,24,25
12,15,7,8,9,-5,12,90,326,685,680,692,775,762,56,41,57,15,16,0,30.22,32,39
12,16,1,8,18,10,15,170,967,1025,1035,1050,1135,1137,53,36,52,2,10,0,30.27,23,37
12,29,7,6,79,-2,28,156,751,360,358,386,456,446,53,49,86,15,10,0,30.13,29,25
12,31,2,3,47,-2,12,265,1589,925,923,935,1070,1060,55,44,67,8,3,0,30.11,19,26
1,1,3,3,47,-4,11,265,1589,925,921,932,1070,1058,56,53,90,15,17,0,30.08,17,27
11,10,7,6,16,-3,14,254,1476,480,477,491,614,603,53,49,86,9,5,0,30.08,45,21
12,11,3,6,76,-11,18,48,66,382,371,389,430,411,53,50,89,3,5,0,30.2,25,8
11,13,3,3,72,-1,9,129,599,680,679,688,749,740,58,49,72,16,12,0,29.96,36,40
12,8,7,7,43,-5,19,390,2585,1100,1095,1114,1310,1297,53,50,89,15,10,0,30.08,20,46
11,17,7,6,9,22,13,89,326,677,699,712,766,780,72,51,48,6,3,0,30.02,37,29
1,2,4,7,30,0,17,269,1635,579,579,596,728,720,55,47,74,2,3,0,30.11,39,39
12,22,7,7,29,-2,28,367,2419,965,963,991,1152,1142,51,44,77,15,7,0,29.86,24,38
12,21,6,7,30,6,12,274,1635,585,591,603,739,737,62,42,48,0,0,0,29.93,36,34
12,20,5,7,29,21,31,354,2419,1050,1071,1102,1224,1237,55,49,80,7,5,0,30.12,29,41
11,13,3,1,36,-13,19,92,337,390,377,396,482,461,51,47,86,15,10,0,30.0,23,24
1,30,4,6,74,-4,8,94,372,1102,1098,1106,1196,1184,56,51,84,16,7,0,30.23,22,31
1,5,7,2,8,56,14,417,2704,1286,1342,1356,83,131,50,44,80,16,21,0,30.47,2,0
12,1,7,6,72,-5,34,145,599,420,415,449,505,492,56,49,77,10,14,0,29.87,54,30
1,10,5,7,67,-8,22,100,447,480,472,494,580,564,50,42,74,2,5,0,30.34,38,52
1,5,7,3,3,-1,9,331,2139,883,882,891,1034,1025,54,46,75,15,13,0,30.52,19,29
1,10,5,7,38,-3,10,307,2447,863,860,870,1290,1279,53,42,66,15,6,0,30.3,18,43
11,1,5,3,33,0,17,391,2586,685,685,702,896,888,67,29,24,1,3,0,30.09,32,26
1,5,7,0,36,-2,17,91,337,1008,1006,1023,1099,1089,52,47,83,15,12,0,30.5,27,37
12,13,5,0,33,-4,23,406,2586,1275,1271,1294,61,49,56,52,87,15,9,0,30.09,7,7
1,18,6,1,33,-1,56,411,2586,445,444,500,676,667,50,41,71,1,6,0,30.33,33,41
11,2,6,8,18,3,11,170,967,1220,1223,1234,1330,1325,59,33,38,0,0,0,30.04,25,22
11,26,2,3,20,14,17,323,2079,1245,1259,1276,1388,1394,51,43,74,15,23,33,29.55,23,22
11,7,4,1,23,-13,31,405,2565,1050,1037,1068,1275,1254,55,48,77,16,8,0,30.13,26,39
12,22,7,0,54,-1,25,295,1846,1021,1020,1045,1196,1187,51,44,77,15,7,0,29.86,24,38
12,31,2,0,19,-3,18,237,1464,415,412,430,532,521,49,42,77,11,5,0,30.16,48,34
1,14,2,6,19,0,17,260,1464,755,755,772,895,887,55,38,53,15,16,0,30.2,29,31
12,6,5,7,10,-5,14,371,2457,510,505,519,701,688,60,50,69,3,12,0,29.96,38,42
1,29,3,8,18,-5,12,175,967,485,480,492,600,587,54,47,77,0,0,0,30.27,37,48
11,28,4,7,34,-4,12,298,2367,1352,1348,1360,330,318,42,37,82,11,5,0,29.58,6,4
1,15,3,7,34,-2,8,301,2367,808,806,814,1229,1219,50,40,68,9,7,0,29.93,31,39
1,9,4,8,9,-3,18,90,326,590,587,605,680,669,54,45,72,4,18,0,30.04,34,42
11,29,5,6,42,13,9,89,329,1085,1098,1107,1174,1179,47,41,80,11,7,0,29.95,23,35
11,13,3,3,47,-3,11,269,1589,545,542,553,694,683,59,49,69,16,13,0,29.99,36,42
1,23,4,2,25,-4,27,392,2584,1155,1151,1178,1367,1355,54,49,83,10,5,0,30.13,28,20
12,28,6,6,42,-12,8,91,329,874,862,870,965,945,56,45,67,16,13,0,30.1,21,27
12,14,6,1,33,77,27,410,2586,995,1072,1099,1225,1294,53,44,71,8,8,0,30.04,16,33
1,14,2,7,54,-7,26,290,1846,510,503,529,680,665,53,40,61,15,9,0,30.25,31,43
1,10,5,6,66,4,16,86,192,586,590,606,672,668,53,44,71,5,5,0,30.31,35,44
12,22,7,8,36,65,32,90,337,750,815,847,840,897,53,44,71,15,14,0,29.81,25,32
1,29,3,7,28,-8,21,299,2398,480,472,493,899,883,60,47,62,15,16,0,30.17,29,31
12,4,3,6,24,-16,13,65,158,1075,1059,1072,1140,1116,56,51,84,0,0,0,29.87,22,37
11,11,1,6,79,-1,9,154,751,765,764,773,859,850,67,55,66,6,5,0,30.0,30,31
1,23,4,1,71,92,16,135,679,1095,1187,1203,1230,1314,53,49,86,0,0,0,30.13,18,41
12,17,2,3,33,-2,26,416,2586,580,578,604,816,806,54,38,55,0,0,0,30.1,41,24
11,9,6,6,73,0,22,74,86,365,365,387,439,431,51,48,89,15,5,0,30.17,26,23
1,4,6,1,35,18,18,100,414,430,448,466,530,540,54,49,83,4,7,0,30.43,35,49
11,9,6,7,57,-15,13,107,550,1098,1083,1096,1205,1182,52,48,86,16,24,0,30.07,23,34
1,15,3,6,16,-6,13,260,1476,880,874,887,1020,1006,50,40,68,13,9,0,29.96,34,30
12,30,1,1,57,100,10,114,550,985,1085,1095,1099,1191,52,46,80,15,6,0,30.1,25,37
11,25,1,2,33,-5,15,397,2586,562,557,572,779,766,62,37,39,16,22,0,30.06,37,39
12,11,3,1,8,25,38,415,2704,1025,1050,1088,1260,1277,58,54,87,3,3,0,30.16,16,44
12,1,7,7,36,163,32,102,337,645,808,840,747,902,56,51,84,3,21,26,29.85,22,34
12,22,7,0,19,238,12,241,1464,1354,152,164,35,265,55,40,57,3,12,0,29.63,0,2
1,9,4,7,48,-3,10,294,1911,989,986,996,1163,1152,50,41,71,0,0,0,30.16,24,31
1,29,3,1,71,3,19,138,679,1320,1323,1342,18,13,52,47,83,15,14,0,30.23,5,8
1,28,2,3,47,-4,40,270,1589,549,545,585,699,687,59,52,78,12,13,0,30.33,31,43
12,13,5,7,29,-2,23,350,2419,1050,1048,1071,1220,1210,59,50,72,12,7,0,30.09,24,38
1,4,6,6,9,69,12,97,326,608,677,689,705,766,55,47,74,4,5,0,30.39,34,36
12,19,4,6,16,143,8,254,1476,1095,1238,1246,1229,1364,56,49,77,9,5,0,30.23,34,26
11,1,5,7,35,-11,19,98,414,1217,1206,1225,1315,1296,60,29,31,12,3,0,30.1,19,48
11,21,4,7,67,-2,19,102,447,610,608,627,712,702,60,45,57,5,6,0,29.87,36,41
12,4,3,7,28,13,15,309,2398,945,958,973,1374,1379,55,52,89,0,0,0,29.95,27,27
11,22,5,1,8,2,17,415,2704,1025,1027,1044,1260,1254,55,46,72,15,9,0,30.17,26,41
12,22,7,5,50,7,21,300,2338,850,857,878,1270,1269,49,44,83,8,6,0,29.88,22,43
1,23,4,3,72,-7,16,145,599,494,487,503,579,564,53,47,80,3,3,0,30.24,37,50
1,2,4,1,67,-14,36,99,447,1040,1026,1062,1139,1117,56,48,75,15,9,0,30.11,29,40
1,30,4,6,16,-9,27,265,1476,510,501,528,655,638,58,53,84,15,7,0,30.26,44,19
1,14,2,6,7,-17,30,122,522,998,981,1011,1060,1035,53,41,64,15,12,0,30.2,23,23
11,8,5,7,54,-3,18,280,1846,948,945,963,1108,1097,54,48,80,15,17,0,30.15,22,39
11,18,1,6,45,55,10,52,77,880,935,945,932,979,66,56,70,14,5,0,29.83,40,29
11,10,7,7,29,54,14,364,2419,390,444,458,574,620,55,49,80,3,3,0,30.07,45,21
11,22,5,0,13,5,15,348,2296,681,686,701,849,846,61,51,70,4,7,0,30.14,30,33
1,14,2,0,36,29,22,90,337,1200,1229,1251,1290,1311,50,40,68,15,6,0,30.19,17,38
12,29,7,6,69,-6,29,82,262,620,614,643,702,688,54,47,77,3,8,0,30.09,32,37
1,19,7,8,35,0,10,100,414,750,750,760,850,842,53,40,61,1,5,0,30.07,30,29
12,29,7,7,65,10,16,370,2400,405,415,431,595,597,52,48,86,1,12,0,30.12,34,53
11,5,2,7,36,-2,30,87,337,925,923,953,1012,1002,56,48,75,16,15,0,29.97,38,28
11,27,3,4,35,42,27,110,414,780,822,849,890,924,48,38,68,17,8,0,29.51,24,33
11,5,2,7,74,10,20,101,372,485,495,515,586,588,59,51,75,6,5,0,30.07,35,52
1,2,4,7,36,-2,15,96,337,735,733,748,831,821,57,47,69,6,3,0,30.09,39,27
12,2,1,1,71,21,19,137,679,1175,1196,1215,1312,1325,56,51,84,0,0,0,30.12,32,28
1,8,3,6,9,-6,11,97,326,980,974,985,1077,1063,55,45,69,15,9,0,30.1,22,26
11,24,7,8,18,-1,14,170,967,420,419,433,530,521,57,49,74,0,0,0,30.19,49,26
1,5,7,7,8,-4,22,410,2704,360,356,378,590,578,54,41,62,0,0,0,30.58,34,53
11,20,3,7,23,104,18,389,2565,1200,1304,1322,1409,65,59,40,49,4,14,0,29.68,1,3
1,23,4,7,35,-13,14,97,414,428,415,429,525,504,52,47,83,2,3,0,30.23,52,31
11,4,1,1,36,-12,47,90,337,510,498,545,600,580,59,51,75,6,5,0,30.0,37,54
11,10,7,7,65,-2,15,367,2400,1123,1121,1136,1310,1300,53,49,86,16,12,0,30.0,26,46
12,10,2,7,23,32,16,381,2565,720,752,768,921,945,56,49,77,5,6,0,30.17,19,34
11,14,4,6,67,-1,22,100,447,580,579,601,680,671,61,52,72,1,3,0,30.07,35,39
1,12,7,6,73,13,17,66,86,676,689,706,742,747,55,42,62,16,14,0,30.19,37,35
1,2,4,7,19,-9,15,251,1464,455,446,461,586,569,52,49,89,0,0,0,30.16,33,52
1,3,5,6,72,-12,23,145,599,420,408,431,505,485,51,45,80,0,0,0,30.21,51,36
12,20,5,2,33,-2,55,402,2586,1309,1307,1362,91,81,53,49,86,0,0,0,30.23,0,5
12,29,7,7,18,4,18,170,967,808,812,830,918,914,53,48,83,3,13,0,29.99,23,26
1,25,6,0,33,-9,19,408,2586,630,621,640,858,841,59,53,81,0,0,0,30.07,26,29
12,5,4,6,42,31,8,89,329,1086,1117,1125,1175,1198,57,52,83,6,5,0,30.02,28,35
1,22,3,7,6,-10,23,312,1969,450,440,463,642,624,53,49,86,5,6,0,30.27,40,16
11,2,6,6,70,5,21,72,190,710,715,736,782,779,70,44,39,4,5,0,30.04,36,29
11,3,7,3,33,1,19,402,2586,956,957,976,1178,1171,62,39,43,16,15,0,29.93,30,36
11,15,5,7,30,7,24,263,1635,582,589,613,725,724,64,52,65,1,5,0,30.15,38,41
12,3,2,7,57,-1,12,107,550,970,969,981,1077,1068,57,51,81,0,0,0,29.95,25,21
11,19,2,0,54,-6,12,288,1846,390,384,396,558,544,61,50,67,15,31,37,29.81,36,51
11,27,3,7,57,15,17,107,550,1103,1118,1135,1210,1217,44,37,76,9,3,0,29.53,26,38
11,19,2,3,3,-4,11,327,2139,894,890,901,1041,1029,55,49,80,15,28,38,29.66,22,24
1,22,3,1,36,-8,19,94,337,1215,1207,1226,1309,1293,55,46,72,7,3,0,30.24,18,39
1,31,5,8,35,6,11,95,414,1285,1291,1302,1380,1378,55,51,86,0,0,0,30.31,29,20
1,22,3,6,74,-8,22,97,372,420,412,434,517,501,54,50,88,4,7,0,30.25,52,26
12,12,4,3,36,-1,23,87,337,1050,1049,1072,1137,1128,59,56,90,1,5,0,30.27,23,37
12,18,3,6,51,-1,11,245,1384,465,464,475,590,581,52,49,89,3,13,0,30.02,33,45
12,12,4,7,74,-10,21,101,372,415,405,426,516,498,58,56,93,0,0,0,30.28,49,30
11,14,4,6,19,0,24,258,1464,892,892,916,1030,1022,59,52,78,17,9,0,30.08,24,22
11,24,7,1,29,-6,20,372,2419,1140,1134,1154,1332,1318,53,47,80,16,9,0,30.08,25,46
12,15,7,1,71,-11,19,137,679,970,959,978,1107,1088,54,42,64,16,12,0,30.23,25,38
11,4,1,1,29,-6,14,362,2419,1130,1124,1138,1312,1298,53,46,77,16,7,0,29.99,22,47
1,13,1,8,59,38,10,145,651,665,703,713,750,780,55,42,62,15,10,0,30.19,33,30
11,12,2,6,67,6,65,100,447,580,586,651,680,678,64,53,67,6,5,0,30.05,33,39
12,15,7,7,35,747,15,98,414,460,1207,1222,558,1297,50,43,77,15,7,0,30.25,20,46
12,14,6,1,35,-5,18,100,414,910,905,923,1010,997,55,43,64,17,12,0,30.02,36,25
11,3,7,7,23,-1,17,370,2565,900,899,916,1090,1081,66,36,33,15,14,0,29.93,29,40
11,22,5,1,36,26,14,92,337,810,836,850,902,920,61,45,56,16,10,0,30.14,27,34
11,6,3,8,35,3,7,95,414,1310,1313,1320,1405,1400,50,48,93,16,10,0,30.02,27,19
11,14,4,7,30,-1,35,260,1635,1230,1229,1264,1370,1361,60,50,69,12,5,0,30.14,31,27
